from_stop_id,to_stop_id,min_transfer_time
80-3,80-0,30
80-3,80-1,30
80-3,80-2,30
80-3,80-4,30
80-3,80-5,30
80-4,80-0,30
80-4,80-1,30
80-4,80-2,30
80-4,80-3,30
80-4,80-5,30
80-5,80-0,30
80-5,80-1,30
80-5,80-2,30
80-5,80-3,30
80-5,80-4,30
85-0,85-1,30
85-0,85-2,30
85-0,85-3,30
85-0,85-4,30
85-0,85-5,30
85-1,85-0,30
85-1,85-2,30
85-1,85-3,30
85-1,85-4,30
85-1,85-5,30
85-2,85-0,30
85-2,85-1,30
85-2,85-3,30
85-2,85-4,30
85-2,85-5,30
85-3,85-0,30
85-3,85-1,30
85-3,85-2,30
85-3,85-4,30
85-3,85-5,30
85-4,85-0,30
85-4,85-1,30
85-4,85-2,30
85-4,85-3,30
85-4,85-5,30
85-5,85-0,30
85-5,85-1,30
85-5,85-2,30
85-5,85-3,30
85-5,85-4,30
86-0,86-1,30
86-0,86-2,30
86-0,86-3,30
86-0,86-4,30
86-0,86-5,30
86-1,86-0,30
86-1,86-2,30
86-1,86-3,30
86-1,86-4,30
86-1,86-5,30
86-2,86-0,30
86-2,86-1,30
86-2,86-3,30
86-2,86-4,30
86-2,86-5,30
86-3,86-0,30
86-3,86-1,30
86-3,86-2,30
86-3,86-4,30
86-3,86-5,30
86-4,86-0,30
86-4,86-1,30
86-4,86-2,30
86-4,86-3,30
86-4,86-5,30
86-5,86-0,30
86-5,86-1,30
86-5,86-2,30
86-5,86-3,30
86-5,86-4,30
87-0,87-1,30
87-0,87-2,30
87-0,87-3,30
87-0,87-4,30
87-0,87-5,30
87-1,87-0,30
87-1,87-2,30
87-1,87-3,30
87-1,87-4,30
87-1,87-5,30
87-2,87-0,30
87-2,87-1,30
87-2,87-3,30
87-2,87-4,30
87-2,87-5,30
87-3,87-0,30
87-3,87-1,30
87-3,87-2,30
87-3,87-4,30
87-3,87-5,30
87-4,87-0,30
87-4,87-1,30
87-4,87-2,30
87-4,87-3,30
87-4,87-5,30
87-5,87-0,30
87-5,87-1,30
87-5,87-2,30
87-5,87-3,30
87-5,87-4,30
88-0,88-1,30
88-0,88-2,30
88-0,88-3,30
88-0,88-4,30
88-0,88-5,30
88-1,88-0,30
88-1,88-2,30
88-1,88-3,30
88-1,88-4,30
88-1,88-5,30
88-2,88-0,30
88-2,88-1,30
88-2,88-3,30
88-2,88-4,30
88-2,88-5,30
88-3,88-0,30
88-3,88-1,30
88-3,88-2,30
88-3,88-4,30
88-3,88-5,30
88-4,88-0,30
88-4,88-1,30
88-4,88-2,30
88-4,88-3,30
88-4,88-5,30
88-5,88-0,30
88-5,88-1,30
88-5,88-2,30
88-5,88-3,30
88-5,88-4,30
89-0,89-1,30
89-0,89-2,30
89-0,89-3,30
89-0,89-4,30
89-0,89-5,30
89-1,89-0,30
89-1,89-2,30
89-1,89-3,30
89-1,89-4,30
89-1,89-5,30
89-2,89-0,30
89-2,89-1,30
89-2,89-3,30
89-2,89-4,30
89-2,89-5,30
89-3,89-0,30
89-3,89-1,30
89-3,89-2,30
89-3,89-4,30
89-3,89-5,30
89-4,89-0,30
89-4,89-1,30
89-4,89-2,30
89-4,89-3,30
89-4,89-5,30
89-5,89-0,30
89-5,89-1,30
89-5,89-2,30
89-5,89-3,30
89-5,89-4,30
90-0,90-1,30
90-0,90-2,30
90-0,90-3,30
90-0,90-4,30
90-0,90-5,30
90-1,90-0,30
90-1,90-2,30
90-1,90-3,30
90-1,90-4,30
90-1,90-5,30
90-2,90-0,30
90-2,90-1,30
90-2,90-3,30
90-2,90-4,30
90-2,90-5,30
90-3,90-0,30
90-3,90-1,30
90-3,90-2,30
90-3,90-4,30
90-3,90-5,30
90-4,90-0,30
90-4,90-1,30
90-4,90-2,30
90-4,90-3,30
90-4,90-5,30
90-5,90-0,30
90-5,90-1,30
90-5,90-2,30
90-5,90-3,30
90-5,90-4,30
91-0,91-1,30
91-0,91-2,30
91-0,91-3,30
91-0,91-4,30
91-0,91-5,30
91-1,91-0,30
91-1,91-2,30
91-1,91-3,30
91-1,91-4,30
91-1,91-5,30
91-2,91-0,30
91-2,91-1,30
91-2,91-3,30
91-2,91-4,30
91-2,91-5,30
91-3,91-0,30
91-3,91-1,30
91-3,91-2,30
91-3,91-4,30
91-3,91-5,30
91-4,91-0,30
91-4,91-1,30
91-4,91-2,30
91-4,91-3,30
91-4,91-5,30
91-5,91-0,30
91-5,91-1,30
91-5,91-2,30
91-5,91-3,30
91-5,91-4,30
92-0,92-1,30
92-0,92-2,30
92-0,92-3,30
92-0,92-4,30
92-0,92-5,30
92-1,92-0,30
92-1,92-2,30
92-1,92-3,30
92-1,92-4,30
92-1,92-5,30
92-2,92-0,30
92-2,92-1,30
92-2,92-3,30
92-2,92-4,30
92-2,92-5,30
92-3,92-0,30
92-3,92-1,30
92-3,92-2,30
92-3,92-4,30
92-3,92-5,30
92-4,92-0,30
92-4,92-1,30
92-4,92-2,30
92-4,92-3,30
92-4,92-5,30
92-5,92-0,30
92-5,92-1,30
92-5,92-2,30
92-5,92-3,30
92-5,92-4,30
95-0,95-1,30
95-0,95-2,30
95-0,95-3,30
95-0,95-4,30
95-0,95-5,30
95-1,95-0,30
95-1,95-2,30
95-1,95-3,30
95-1,95-4,30
95-1,95-5,30
95-2,95-0,30
95-2,95-1,30
95-2,95-3,30
95-2,95-4,30
95-2,95-5,30
95-3,95-0,30
95-3,95-1,30
95-3,95-2,30
95-3,95-4,30
95-3,95-5,30
95-4,95-0,30
95-4,95-1,30
95-4,95-2,30
95-4,95-3,30
95-4,95-5,30
95-5,95-0,30
95-5,95-1,30
95-5,95-2,30
95-5,95-3,30
95-5,95-4,30
96-0,96-1,30
96-0,96-2,30
96-0,96-3,30
96-0,96-4,30
96-0,96-5,30
96-1,96-0,30
96-1,96-2,30
96-1,96-3,30
96-1,96-4,30
96-1,96-5,30
96-2,96-0,30
96-2,96-1,30
96-2,96-3,30
96-2,96-4,30
96-2,96-5,30
96-3,96-0,30
96-3,96-1,30
96-3,96-2,30
96-3,96-4,30
96-3,96-5,30
96-4,96-0,30
96-4,96-1,30
96-4,96-2,30
96-4,96-3,30
96-4,96-5,30
96-5,96-0,30
96-5,96-1,30
96-5,96-2,30
96-5,96-3,30
96-5,96-4,30
99-0,99-1,30
99-0,99-2,30
99-0,99-3,30
99-0,99-4,30
99-0,99-5,30
99-1,99-0,30
99-1,99-2,30
99-1,99-3,30
99-1,99-4,30
99-1,99-5,30
99-2,99-0,30
99-2,99-1,30
99-2,99-3,30
99-2,99-4,30
99-2,99-5,30
99-3,99-0,30
99-3,99-1,30
99-3,99-2,30
99-3,99-4,30
99-3,99-5,30
99-4,99-0,30
99-4,99-1,30
99-4,99-2,30
99-4,99-3,30
99-4,99-5,30
99-5,99-0,30
99-5,99-1,30
99-5,99-2,30
99-5,99-3,30
99-5,99-4,30
103-0,103-1,30
103-0,103-2,30
103-0,103-3,30
103-0,103-4,30
103-0,103-5,30
103-1,103-0,30
103-1,103-2,30
103-1,103-3,30
103-1,103-4,30
103-1,103-5,30
103-2,103-0,30
103-2,103-1,30
103-2,103-3,30
103-2,103-4,30
103-2,103-5,30
103-3,103-0,30
103-3,103-1,30
103-3,103-2,30
103-3,103-4,30
103-3,103-5,30
103-4,103-0,30
103-4,103-1,30
103-4,103-2,30
103-4,103-3,30
103-4,103-5,30
103-5,103-0,30
103-5,103-1,30
103-5,103-2,30
103-5,103-3,30
103-5,103-4,30
104-0,104-1,30
104-0,104-2,30
104-0,104-3,30
104-0,104-4,30
104-0,104-5,30
104-1,104-0,30
104-1,104-2,30
104-1,104-3,30
104-1,104-4,30
104-1,104-5,30
104-2,104-0,30
104-2,104-1,30
104-2,104-3,30
104-2,104-4,30
104-2,104-5,30
104-3,104-0,30
104-3,104-1,30
104-3,104-2,30
104-3,104-4,30
104-3,104-5,30
104-4,104-0,30
104-4,104-1,30
104-4,104-2,30
104-4,104-3,30
104-4,104-5,30
104-5,104-0,30
104-5,104-1,30
104-5,104-2,30
104-5,104-3,30
104-5,104-4,30
105-0,105-1,30
105-0,105-2,30
105-0,105-3,30
105-0,105-4,30
105-0,105-5,30
105-1,105-0,30
105-1,105-2,30
105-1,105-3,30
105-1,105-4,30
105-1,105-5,30
105-2,105-0,30
105-2,105-1,30
105-2,105-3,30
105-2,105-4,30
105-2,105-5,30
105-3,105-0,30
105-3,105-1,30
105-3,105-2,30
105-3,105-4,30
105-3,105-5,30
105-4,105-0,30
105-4,105-1,30
105-4,105-2,30
105-4,105-3,30
105-4,105-5,30
105-5,105-0,30
105-5,105-1,30
105-5,105-2,30
105-5,105-3,30
105-5,105-4,30
106-0,106-1,30
106-0,106-2,30
106-0,106-3,30
106-0,106-4,30
106-0,106-5,30
106-1,106-0,30
106-1,106-2,30
106-1,106-3,30
106-1,106-4,30
106-1,106-5,30
106-2,106-0,30
106-2,106-1,30
106-2,106-3,30
106-2,106-4,30
106-2,106-5,30
106-3,106-0,30
106-3,106-1,30
106-3,106-2,30
106-3,106-4,30
106-3,106-5,30
106-4,106-0,30
106-4,106-1,30
106-4,106-2,30
106-4,106-3,30
106-4,106-5,30
106-5,106-0,30
106-5,106-1,30
106-5,106-2,30
106-5,106-3,30
106-5,106-4,30
110-0,110-1,30
110-0,110-2,30
110-0,110-3,30
110-0,110-4,30
110-0,110-5,30
110-1,110-0,30
110-1,110-2,30
110-1,110-3,30
110-1,110-4,30
110-1,110-5,30
110-2,110-0,30
110-2,110-1,30
110-2,110-3,30
110-2,110-4,30
110-2,110-5,30
110-3,110-0,30
110-3,110-1,30
110-3,110-2,30
110-3,110-4,30
110-3,110-5,30
110-4,110-0,30
110-4,110-1,30
110-4,110-2,30
110-4,110-3,30
110-4,110-5,30
110-5,110-0,30
110-5,110-1,30
110-5,110-2,30
110-5,110-3,30
110-5,110-4,30
115-0,115-1,30
115-0,115-2,30
115-0,115-3,30
115-0,115-4,30
115-0,115-5,30
115-1,115-0,30
115-1,115-2,30
115-1,115-3,30
115-1,115-4,30
115-1,115-5,30
115-2,115-0,30
115-2,115-1,30
115-2,115-3,30
115-2,115-4,30
115-2,115-5,30
115-3,115-0,30
115-3,115-1,30
115-3,115-2,30
115-3,115-4,30
115-3,115-5,30
115-4,115-0,30
115-4,115-1,30
115-4,115-2,30
115-4,115-3,30
115-4,115-5,30
115-5,115-0,30
115-5,115-1,30
115-5,115-2,30
115-5,115-3,30
115-5,115-4,30
116-0,116-1,30
116-0,116-2,30
116-0,116-3,30
116-0,116-4,30
116-0,116-5,30
116-1,116-0,30
116-1,116-2,30
116-1,116-3,30
116-1,116-4,30
116-1,116-5,30
116-2,116-0,30
116-2,116-1,30
116-2,116-3,30
116-2,116-4,30
116-2,116-5,30
116-3,116-0,30
116-3,116-1,30
116-3,116-2,30
116-3,116-4,30
116-3,116-5,30
116-4,116-0,30
116-4,116-1,30
116-4,116-2,30
116-4,116-3,30
116-4,116-5,30
116-5,116-0,30
116-5,116-1,30
116-5,116-2,30
116-5,116-3,30
116-5,116-4,30
117-0,117-1,30
117-0,117-2,30
117-0,117-3,30
117-0,117-4,30
117-0,117-5,30
117-1,117-0,30
117-1,117-2,30
117-1,117-3,30
117-1,117-4,30
117-1,117-5,30
117-2,117-0,30
117-2,117-1,30
117-2,117-3,30
117-2,117-4,30
117-2,117-5,30
117-3,117-0,30
117-3,117-1,30
117-3,117-2,30
117-3,117-4,30
117-3,117-5,30
117-4,117-0,30
117-4,117-1,30
117-4,117-2,30
117-4,117-3,30
117-4,117-5,30
117-5,117-0,30
117-5,117-1,30
117-5,117-2,30
117-5,117-3,30
117-5,117-4,30
118-0,118-1,30
118-0,118-2,30
118-0,118-3,30
118-0,118-4,30
118-0,118-5,30
118-1,118-0,30
118-1,118-2,30
118-1,118-3,30
118-1,118-4,30
118-1,118-5,30
118-2,118-0,30
118-2,118-1,30
118-2,118-3,30
118-2,118-4,30
118-2,118-5,30
118-3,118-0,30
118-3,118-1,30
118-3,118-2,30
118-3,118-4,30
118-3,118-5,30
118-4,118-0,30
118-4,118-1,30
118-4,118-2,30
118-4,118-3,30
118-4,118-5,30
118-5,118-0,30
118-5,118-1,30
118-5,118-2,30
118-5,118-3,30
118-5,118-4,30
119-0,119-1,30
119-0,119-2,30
119-0,119-3,30
119-0,119-4,30
119-0,119-5,30
119-1,119-0,30
119-1,119-2,30
119-1,119-3,30
119-1,119-4,30
119-1,119-5,30
119-2,119-0,30
119-2,119-1,30
119-2,119-3,30
119-2,119-4,30
119-2,119-5,30
119-3,119-0,30
119-3,119-1,30
119-3,119-2,30
119-3,119-4,30
119-3,119-5,30
119-4,119-0,30
119-4,119-1,30
119-4,119-2,30
119-4,119-3,30
119-4,119-5,30
119-5,119-0,30
119-5,119-1,30
119-5,119-2,30
119-5,119-3,30
119-5,119-4,30
A-0,A-1,30
A-0,A-2,30
A-0,A-3,30
A-0,A-4,30
A-0,A-5,30
A-1,A-0,30
A-1,A-2,30
A-1,A-3,30
A-1,A-4,30
A-1,A-5,30
A-2,A-0,30
A-2,A-1,30
A-2,A-3,30
A-2,A-4,30
A-2,A-5,30
A-3,A-0,30
A-3,A-1,30
A-3,A-2,30
A-3,A-4,30
A-3,A-5,30
A-4,A-0,30
A-4,A-1,30
A-4,A-2,30
A-4,A-3,30
A-4,A-5,30
A-5,A-0,30
A-5,A-1,30
A-5,A-2,30
A-5,A-3,30
A-5,A-4,30
121-0,121-1,30
121-0,121-2,30
121-0,121-3,30
121-0,121-4,30
121-0,121-5,30
121-1,121-0,30
121-1,121-2,30
121-1,121-3,30
121-1,121-4,30
121-1,121-5,30
121-2,121-0,30
121-2,121-1,30
121-2,121-3,30
121-2,121-4,30
121-2,121-5,30
121-3,121-0,30
121-3,121-1,30
121-3,121-2,30
121-3,121-4,30
121-3,121-5,30
121-4,121-0,30
121-4,121-1,30
121-4,121-2,30
121-4,121-3,30
121-4,121-5,30
121-5,121-0,30
121-5,121-1,30
121-5,121-2,30
121-5,121-3,30
121-5,121-4,30
126-0,126-1,30
126-0,126-2,30
126-0,126-3,30
126-0,126-4,30
126-0,126-5,30
126-1,126-0,30
126-1,126-2,30
126-1,126-3,30
126-1,126-4,30
126-1,126-5,30
126-2,126-0,30
126-2,126-1,30
126-2,126-3,30
126-2,126-4,30
126-2,126-5,30
126-3,126-0,30
126-3,126-1,30
126-3,126-2,30
126-3,126-4,30
126-3,126-5,30
126-4,126-0,30
126-4,126-1,30
126-4,126-2,30
126-4,126-3,30
126-4,126-5,30
126-5,126-0,30
126-5,126-1,30
126-5,126-2,30
126-5,126-3,30
126-5,126-4,30
130-0,130-1,30
130-0,130-2,30
130-0,130-3,30
130-0,130-4,30
130-0,130-5,30
130-1,130-0,30
130-1,130-2,30
130-1,130-3,30
130-1,130-4,30
130-1,130-5,30
130-2,130-0,30
130-2,130-1,30
130-2,130-3,30
130-2,130-4,30
130-2,130-5,30
130-3,130-0,30
130-3,130-1,30
130-3,130-2,30
130-3,130-4,30
130-3,130-5,30
130-4,130-0,30
130-4,130-1,30
130-4,130-2,30
130-4,130-3,30
130-4,130-5,30
130-5,130-0,30
130-5,130-1,30
130-5,130-2,30
130-5,130-3,30
130-5,130-4,30
131-0,131-1,30
131-0,131-2,30
131-0,131-3,30
131-0,131-4,30
131-0,131-5,30
131-1,131-0,30
131-1,131-2,30
131-1,131-3,30
131-1,131-4,30
131-1,131-5,30
131-2,131-0,30
131-2,131-1,30
131-2,131-3,30
131-2,131-4,30
131-2,131-5,30
131-3,131-0,30
131-3,131-1,30
131-3,131-2,30
131-3,131-4,30
131-3,131-5,30
131-4,131-0,30
131-4,131-1,30
131-4,131-2,30
131-4,131-3,30
131-4,131-5,30
131-5,131-0,30
131-5,131-1,30
131-5,131-2,30
131-5,131-3,30
131-5,131-4,30
132-0,132-1,30
132-0,132-2,30
132-0,132-3,30
132-0,132-4,30
132-0,132-5,30
132-1,132-0,30
132-1,132-2,30
132-1,132-3,30
132-1,132-4,30
132-1,132-5,30
132-2,132-0,30
132-2,132-1,30
132-2,132-3,30
132-2,132-4,30
132-2,132-5,30
132-3,132-0,30
132-3,132-1,30
132-3,132-2,30
132-3,132-4,30
132-3,132-5,30
132-4,132-0,30
132-4,132-1,30
132-4,132-2,30
132-4,132-3,30
132-4,132-5,30
132-5,132-0,30
132-5,132-1,30
132-5,132-2,30
132-5,132-3,30
132-5,132-4,30
133-0,133-1,30
133-0,133-2,30
133-0,133-3,30
133-0,133-4,30
133-0,133-5,30
133-1,133-0,30
133-1,133-2,30
133-1,133-3,30
133-1,133-4,30
133-1,133-5,30
133-2,133-0,30
133-2,133-1,30
133-2,133-3,30
133-2,133-4,30
133-2,133-5,30
133-3,133-0,30
133-3,133-1,30
133-3,133-2,30
133-3,133-4,30
133-3,133-5,30
133-4,133-0,30
133-4,133-1,30
133-4,133-2,30
133-4,133-3,30
133-4,133-5,30
133-5,133-0,30
133-5,133-1,30
133-5,133-2,30
133-5,133-3,30
133-5,133-4,30
137-0,137-1,30
137-0,137-2,30
137-0,137-3,30
137-0,137-4,30
137-0,137-5,30
137-1,137-0,30
137-1,137-2,30
137-1,137-3,30
137-1,137-4,30
137-1,137-5,30
137-2,137-0,30
137-2,137-1,30
137-2,137-3,30
137-2,137-4,30
137-2,137-5,30
137-3,137-0,30
137-3,137-1,30
137-3,137-2,30
137-3,137-4,30
137-3,137-5,30
137-4,137-0,30
137-4,137-1,30
137-4,137-2,30
137-4,137-3,30
137-4,137-5,30
137-5,137-0,30
137-5,137-1,30
137-5,137-2,30
137-5,137-3,30
137-5,137-4,30
140-0,140-1,30
140-0,140-2,30
140-0,140-3,30
140-0,140-4,30
140-0,140-5,30
140-1,140-0,30
140-1,140-2,30
140-1,140-3,30
140-1,140-4,30
140-1,140-5,30
140-2,140-0,30
140-2,140-1,30
140-2,140-3,30
140-2,140-4,30
140-2,140-5,30
140-3,140-0,30
140-3,140-1,30
140-3,140-2,30
140-3,140-4,30
140-3,140-5,30
140-4,140-0,30
140-4,140-1,30
140-4,140-2,30
140-4,140-3,30
140-4,140-5,30
140-5,140-0,30
140-5,140-1,30
140-5,140-2,30
140-5,140-3,30
140-5,140-4,30
141-0,141-1,30
141-0,141-2,30
141-0,141-3,30
141-0,141-4,30
141-0,141-5,30
141-1,141-0,30
141-1,141-2,30
141-1,141-3,30
141-1,141-4,30
141-1,141-5,30
141-2,141-0,30
141-2,141-1,30
141-2,141-3,30
141-2,141-4,30
141-2,141-5,30
141-3,141-0,30
141-3,141-1,30
141-3,141-2,30
141-3,141-4,30
141-3,141-5,30
141-4,141-0,30
141-4,141-1,30
141-4,141-2,30
141-4,141-3,30
141-4,141-5,30
141-5,141-0,30
141-5,141-1,30
141-5,141-2,30
141-5,141-3,30
141-5,141-4,30
144-0,144-1,30
144-0,144-2,30
144-0,144-3,30
144-0,144-4,30
144-0,144-5,30
144-1,144-0,30
144-1,144-2,30
144-1,144-3,30
144-1,144-4,30
144-1,144-5,30
144-2,144-0,30
144-2,144-1,30
144-2,144-3,30
144-2,144-4,30
144-2,144-5,30
144-3,144-0,30
144-3,144-1,30
144-3,144-2,30
144-3,144-4,30
144-3,144-5,30
144-4,144-0,30
144-4,144-1,30
144-4,144-2,30
144-4,144-3,30
144-4,144-5,30
144-5,144-0,30
144-5,144-1,30
144-5,144-2,30
144-5,144-3,30
144-5,144-4,30
145-0,145-1,30
145-0,145-2,30
145-0,145-3,30
145-0,145-4,30
145-0,145-5,30
145-1,145-0,30
145-1,145-2,30
145-1,145-3,30
145-1,145-4,30
145-1,145-5,30
145-2,145-0,30
145-2,145-1,30
145-2,145-3,30
145-2,145-4,30
145-2,145-5,30
145-3,145-0,30
145-3,145-1,30
145-3,145-2,30
145-3,145-4,30
145-3,145-5,30
145-4,145-0,30
145-4,145-1,30
145-4,145-2,30
145-4,145-3,30
145-4,145-5,30
145-5,145-0,30
145-5,145-1,30
145-5,145-2,30
145-5,145-3,30
145-5,145-4,30
146-0,146-1,30
146-0,146-2,30
146-0,146-3,30
146-0,146-4,30
146-0,146-5,30
146-1,146-0,30
146-1,146-2,30
146-1,146-3,30
146-1,146-4,30
146-1,146-5,30
146-2,146-0,30
146-2,146-1,30
146-2,146-3,30
146-2,146-4,30
146-2,146-5,30
146-3,146-0,30
146-3,146-1,30
146-3,146-2,30
146-3,146-4,30
146-3,146-5,30
146-4,146-0,30
146-4,146-1,30
146-4,146-2,30
146-4,146-3,30
146-4,146-5,30
146-5,146-0,30
146-5,146-1,30
146-5,146-2,30
146-5,146-3,30
146-5,146-4,30
147-0,147-1,30
147-0,147-2,30
147-0,147-3,30
147-0,147-4,30
147-0,147-5,30
147-1,147-0,30
147-1,147-2,30
147-1,147-3,30
147-1,147-4,30
147-1,147-5,30
147-2,147-0,30
147-2,147-1,30
147-2,147-3,30
147-2,147-4,30
147-2,147-5,30
147-3,147-0,30
147-3,147-1,30
147-3,147-2,30
147-3,147-4,30
147-3,147-5,30
147-4,147-0,30
147-4,147-1,30
147-4,147-2,30
147-4,147-3,30
147-4,147-5,30
147-5,147-0,30
147-5,147-1,30
147-5,147-2,30
147-5,147-3,30
147-5,147-4,30
148-0,148-1,30
148-0,148-2,30
148-0,148-3,30
148-0,148-4,30
148-0,148-5,30
148-1,148-0,30
148-1,148-2,30
148-1,148-3,30
148-1,148-4,30
148-1,148-5,30
148-2,148-0,30
148-2,148-1,30
148-2,148-3,30
148-2,148-4,30
148-2,148-5,30
148-3,148-0,30
148-3,148-1,30
148-3,148-2,30
148-3,148-4,30
148-3,148-5,30
148-4,148-0,30
148-4,148-1,30
148-4,148-2,30
148-4,148-3,30
148-4,148-5,30
148-5,148-0,30
148-5,148-1,30
148-5,148-2,30
148-5,148-3,30
148-5,148-4,30
149-0,149-1,30
149-0,149-2,30
149-0,149-3,30
149-0,149-4,30
149-0,149-5,30
149-1,149-0,30
149-1,149-2,30
149-1,149-3,30
149-1,149-4,30
149-1,149-5,30
149-2,149-0,30
149-2,149-1,30
149-2,149-3,30
149-2,149-4,30
149-2,149-5,30
149-3,149-0,30
149-3,149-1,30
149-3,149-2,30
149-3,149-4,30
149-3,149-5,30
149-4,149-0,30
149-4,149-1,30
149-4,149-2,30
149-4,149-3,30
149-4,149-5,30
149-5,149-0,30
149-5,149-1,30
149-5,149-2,30
149-5,149-3,30
149-5,149-4,30
150-0,150-1,30
150-0,150-2,30
150-0,150-3,30
150-0,150-4,30
150-0,150-5,30
150-1,150-0,30
150-1,150-2,30
150-1,150-3,30
150-1,150-4,30
150-1,150-5,30
150-2,150-0,30
150-2,150-1,30
150-2,150-3,30
150-2,150-4,30
150-2,150-5,30
150-3,150-0,30
150-3,150-1,30
150-3,150-2,30
150-3,150-4,30
150-3,150-5,30
150-4,150-0,30
150-4,150-1,30
150-4,150-2,30
150-4,150-3,30
150-4,150-5,30
150-5,150-0,30
150-5,150-1,30
150-5,150-2,30
150-5,150-3,30
150-5,150-4,30
151-0,151-1,30
151-0,151-2,30
151-0,151-3,30
151-0,151-4,30
151-0,151-5,30
151-1,151-0,30
151-1,151-2,30
151-1,151-3,30
151-1,151-4,30
151-1,151-5,30
151-2,151-0,30
151-2,151-1,30
151-2,151-3,30
151-2,151-4,30
151-2,151-5,30
151-3,151-0,30
151-3,151-1,30
151-3,151-2,30
151-3,151-4,30
151-3,151-5,30
151-4,151-0,30
151-4,151-1,30
151-4,151-2,30
151-4,151-3,30
151-4,151-5,30
151-5,151-0,30
151-5,151-1,30
151-5,151-2,30
151-5,151-3,30
151-5,151-4,30
156-0,156-1,30
156-0,156-2,30
156-0,156-3,30
156-0,156-4,30
156-0,156-5,30
156-1,156-0,30
156-1,156-2,30
156-1,156-3,30
156-1,156-4,30
156-1,156-5,30
156-2,156-0,30
156-2,156-1,30
156-2,156-3,30
156-2,156-4,30
156-2,156-5,30
156-3,156-0,30
156-3,156-1,30
156-3,156-2,30
156-3,156-4,30
156-3,156-5,30
156-4,156-0,30
156-4,156-1,30
156-4,156-2,30
156-4,156-3,30
156-4,156-5,30
156-5,156-0,30
156-5,156-1,30
156-5,156-2,30
156-5,156-3,30
156-5,156-4,30
157-0,157-1,30
157-0,157-2,30
157-0,157-3,30
157-0,157-4,30
157-0,157-5,30
157-1,157-0,30
157-1,157-2,30
157-1,157-3,30
157-1,157-4,30
157-1,157-5,30
157-2,157-0,30
157-2,157-1,30
157-2,157-3,30
157-2,157-4,30
157-2,157-5,30
157-3,157-0,30
157-3,157-1,30
157-3,157-2,30
157-3,157-4,30
157-3,157-5,30
157-4,157-0,30
157-4,157-1,30
157-4,157-2,30
157-4,157-3,30
157-4,157-5,30
157-5,157-0,30
157-5,157-1,30
157-5,157-2,30
157-5,157-3,30
157-5,157-4,30
159-0,159-1,30
159-0,159-2,30
159-0,159-3,30
159-0,159-4,30
159-0,159-5,30
159-1,159-0,30
159-1,159-2,30
159-1,159-3,30
159-1,159-4,30
159-1,159-5,30
159-2,159-0,30
159-2,159-1,30
159-2,159-3,30
159-2,159-4,30
159-2,159-5,30
159-3,159-0,30
159-3,159-1,30
159-3,159-2,30
159-3,159-4,30
159-3,159-5,30
159-4,159-0,30
159-4,159-1,30
159-4,159-2,30
159-4,159-3,30
159-4,159-5,30
159-5,159-0,30
159-5,159-1,30
159-5,159-2,30
159-5,159-3,30
159-5,159-4,30
160-0,160-1,30
160-0,160-2,30
160-0,160-3,30
160-0,160-4,30
160-0,160-5,30
160-1,160-0,30
160-1,160-2,30
160-1,160-3,30
160-1,160-4,30
160-1,160-5,30
160-2,160-0,30
160-2,160-1,30
160-2,160-3,30
160-2,160-4,30
160-2,160-5,30
160-3,160-0,30
160-3,160-1,30
160-3,160-2,30
160-3,160-4,30
160-3,160-5,30
160-4,160-0,30
160-4,160-1,30
160-4,160-2,30
160-4,160-3,30
160-4,160-5,30
160-5,160-0,30
160-5,160-1,30
160-5,160-2,30
160-5,160-3,30
160-5,160-4,30
161-0,161-1,30
161-0,161-2,30
161-0,161-3,30
161-0,161-4,30
161-0,161-5,30
161-1,161-0,30
161-1,161-2,30
161-1,161-3,30
161-1,161-4,30
161-1,161-5,30
161-2,161-0,30
161-2,161-1,30
161-2,161-3,30
161-2,161-4,30
161-2,161-5,30
161-3,161-0,30
161-3,161-1,30
161-3,161-2,30
161-3,161-4,30
161-3,161-5,30
161-4,161-0,30
161-4,161-1,30
161-4,161-2,30
161-4,161-3,30
161-4,161-5,30
161-5,161-0,30
161-5,161-1,30
161-5,161-2,30
161-5,161-3,30
161-5,161-4,30
162-0,162-1,30
162-0,162-2,30
162-0,162-3,30
162-0,162-4,30
162-0,162-5,30
162-1,162-0,30
162-1,162-2,30
162-1,162-3,30
162-1,162-4,30
162-1,162-5,30
162-2,162-0,30
162-2,162-1,30
162-2,162-3,30
162-2,162-4,30
162-2,162-5,30
162-3,162-0,30
162-3,162-1,30
162-3,162-2,30
162-3,162-4,30
162-3,162-5,30
162-4,162-0,30
162-4,162-1,30
162-4,162-2,30
162-4,162-3,30
162-4,162-5,30
162-5,162-0,30
162-5,162-1,30
162-5,162-2,30
162-5,162-3,30
162-5,162-4,30
167-0,167-1,30
167-0,167-2,30
167-0,167-3,30
167-0,167-4,30
167-0,167-5,30
167-1,167-0,30
167-1,167-2,30
167-1,167-3,30
167-1,167-4,30
167-1,167-5,30
167-2,167-0,30
167-2,167-1,30
167-2,167-3,30
167-2,167-4,30
167-2,167-5,30
167-3,167-0,30
167-3,167-1,30
167-3,167-2,30
167-3,167-4,30
167-3,167-5,30
167-4,167-0,30
167-4,167-1,30
167-4,167-2,30
167-4,167-3,30
167-4,167-5,30
167-5,167-0,30
167-5,167-1,30
167-5,167-2,30
167-5,167-3,30
167-5,167-4,30
168-0,168-1,30
168-0,168-2,30
